Date,Price,Real_Value,BS_30d,BS_60d,BS_90d,Ticker
2024-11-08,147.5794677734375,147.5794677734375,154.24039300569163,155.95051158434762,157.60157936783457,NVDA
2024-11-11,145.21026611328125,145.21026611328125,151.85237506118875,153.46436521832737,155.06665095109167,NVDA
2024-11-12,148.2392120361328,148.2392120361328,154.67398153866736,156.56895772193883,158.30414463639312,NVDA
2024-11-13,146.21990966796875,146.21990966796875,152.6416818373533,154.41348639495595,156.1353386109767,NVDA
2024-11-14,146.70974731445312,146.70974731445312,153.01303367020114,154.92662634231687,156.63211406774033,NVDA
2024-11-15,141.93138122558594,141.93138122558594,148.28241659644215,149.85519762846508,151.4415465540202,NVDA
2024-10-01,258.0199890136719,258.0199890136719,274.0840810476848,277.1057240873616,275.8336183719216,TSLA
2024-10-02,249.02000427246094,249.02000427246094,264.85885567001975,267.4298058816317,266.2095499365379,TSLA
2024-10-03,240.66000366210938,248.97999572753906,256.26187208692215,258.5498551891242,257.3164726830758,TSLA
2024-10-04,250.0800018310547,250.0800018310547,265.6761215214773,268.068256334958,267.45002492037656,TSLA
2024-10-07,240.8300018310547,288.5299987792969,255.87772806116743,258.20624532176583,257.6659713148832,TSLA
2024-10-08,244.5,296.9100036621094,259.4996001074465,262.13295071152805,261.5932472735158,TSLA
2024-10-09,241.0500030517578,321.2200012207031,255.79202153785874,258.4263506887136,257.91870366256126,TSLA
2024-10-10,238.77000427246094,321.2200012207031,253.31403512600954,255.89798214864345,255.47813518038214,TSLA
2024-10-11,217.8000030517578,350.0,232.83395165872105,234.11255671142652,233.5518649802679,TSLA
2024-10-14,219.16000366210938,330.239990234375,234.05264240128508,235.45161123527015,235.01095132973825,TSLA
2024-10-15,219.57000732421875,311.17999267578125,234.43242809124496,235.66453286124369,235.43902254424444,TSLA
2024-10-16,221.3300018310547,320.7200012207031,236.01282178237602,237.5325014740756,237.32658697288133,TSLA
2024-10-17,220.88999938964844,320.7200012207031,235.0839005328201,235.51472905767235,236.82396442524208,TSLA
2024-10-18,220.6999969482422,338.739990234375,233.2258810689168,235.27671434383257,236.5957326112768,TSLA
2024-10-21,218.85000610351562,342.0299987792969,231.14969053531934,233.3108100750121,234.54710371437702,TSLA
2024-10-22,217.97000122070312,339.6400146484375,229.75185250191362,232.08625080775084,233.56548290399962,TSLA
2024-10-23,213.64999389648438,352.55999755859375,225.2509879345163,227.36347161718174,228.92340574974213,TSLA
2024-10-24,260.4800109863281,352.55999755859375,282.9520525722679,281.06183423180823,281.4093664448066,TSLA
2024-10-25,269.19000244140625,338.5899963378906,292.55433996338985,290.06355221114086,290.85208482155025,TSLA
2024-10-28,262.510009765625,332.8900146484375,285.38017832851085,282.73272282802486,283.65707125441304,TSLA
2024-10-29,259.5199890136719,345.1600036621094,282.17373041755644,279.31999085201295,280.43966992413493,TSLA
2024-10-30,257.54998779296875,345.1600036621094,280.04686902463817,277.2113345357552,278.3164488204158,TSLA
2024-10-31,249.85000610351562,345.1600036621094,271.0719026587418,268.8066275500947,270.0333823842372,TSLA
2024-11-01,248.97999572753906,357.0899963378906,270.02896801641424,267.77934384386447,268.98268503959093,TSLA
2024-11-04,242.83999633789062,357.92999267578125,263.09433667247816,261.24900067425347,262.3915946539224,TSLA
2024-11-05,251.44000244140625,369.489990234375,272.5753619130052,270.5673701589433,271.7451152267683,TSLA
2024-11-06,288.5299987792969,389.2200012207031,316.16395567049494,312.08576583710084,312.8134198442601,TSLA
2024-11-07,296.9100036621094,389.2200012207031,325.40718727753074,321.05793101005713,321.3522045793658,TSLA
2024-11-08,321.2200012207031,389.7900085449219,352.98204259589363,347.58865504056985,347.81582489357857,TSLA
2024-11-11,350.0,424.7699890136719,385.7969798575934,379.46247284919593,379.4895346913691,TSLA
2024-11-12,328.489990234375,418.1000061035156,362.9386856692852,356.6307012032032,356.48983884400025,TSLA
2024-11-13,330.239990234375,436.2300109863281,364.5212707283482,358.5098096169134,358.30689097524703,TSLA
2024-11-14,311.17999267578125,436.2300109863281,343.9615167215288,338.25427738461696,337.8861686291788,TSLA
2024-11-15,320.7200012207031,463.0199890136719,354.4328543796163,348.2497664704253,347.71739966287987,TSLA
2024-10-01,159.75,159.75,168.37111189061767,169.6953635518545,168.98970204766772,AMD
2024-10-02,159.77999877929688,159.77999877929688,168.39580173841256,169.7237711012469,168.97082063550246,AMD
2024-10-03,162.85000610351562,162.85000610351562,171.67783043289504,172.89823067862014,172.16562445132908,AMD
2024-10-04,170.89999389648438,170.89999389648438,180.22448697368532,181.6322763537302,180.75342585566813,AMD
2024-10-07,170.97000122070312,170.97000122070312,180.24221573161412,181.7067914094302,180.7431529733766,AMD
2024-10-08,172.8000030517578,172.8000030517578,181.92516366055253,183.65569117447433,182.67882507134942,AMD
2024-10-09,171.02000427246094,171.02000427246094,180.0925987768504,181.75978598123842,180.80353937656852,AMD
2024-10-10,164.17999267578125,164.17999267578125,173.06754767417226,173.72011256582113,173.64077022350372,AMD
2024-10-11,167.88999938964844,167.88999938964844,177.01822809504824,177.63582275166044,177.56397463977424,AMD
2024-10-14,165.27000427246094,165.27000427246094,174.276398627709,174.82063785625107,174.72938481928173,AMD
2024-10-15,156.63999938964844,156.63999938964844,164.4776887858147,165.862806276492,165.75084606873025,AMD
2024-10-16,156.1300048828125,156.1300048828125,163.84261712837503,165.31231527822064,165.20881776385903,AMD
2024-10-17,156.25,156.25,163.9345391699136,165.12674750567555,165.23029774385367,AMD
2024-10-18,155.97000122070312,155.97000122070312,163.3191678198963,164.66166014108904,164.93069465745955,AMD
2024-10-21,157.89999389648438,157.89999389648438,165.24493256709258,166.6996946537169,166.97619009043373,AMD
2024-10-22,154.08999633789062,154.08999633789062,161.23537211051087,162.73084945421596,162.97664621313194,AMD
2024-10-23,152.91000366210938,152.91000366210938,159.58741486991832,161.48192520744652,161.73116513584745,AMD
2024-10-24,153.44000244140625,153.44000244140625,160.13611500964822,161.90645038981648,162.28979033521478,AMD
2024-10-25,156.22999572753906,156.22999572753906,163.09212072519523,164.21594237623688,165.2280571742699,AMD
2024-10-28,159.9199981689453,159.9199981689453,167.04652474108335,168.13105858084583,169.0511705421746,AMD
2024-10-29,166.25,166.25,173.9190141368556,174.8846312805091,175.8244927426961,AMD
2024-10-30,148.60000610351562,148.60000610351562,157.52250536939192,157.23381831589055,157.74986023881644,AMD
2024-10-31,144.07000732421875,144.07000732421875,152.38560236147356,152.50439613553243,152.9805631632101,AMD
2024-11-01,141.86000061035156,142.05999755859375,150.0696955313138,149.96042052358206,150.63177622745204,AMD
2024-11-04,140.7100067138672,143.99000549316406,148.84613353696227,148.73249450538734,149.40489701198356,AMD
2024-11-05,141.66000366210938,141.66000366210938,149.83995572420199,149.71675042431698,150.40165229503202,AMD
2024-11-06,145.10000610351562,145.10000610351562,153.48571155640025,153.32298386516658,154.04965307208764,AMD
2024-11-07,149.82000732421875,149.82000732421875,158.46539761206046,158.38333475039698,159.0292320287817,AMD
2024-11-08,147.9499969482422,147.9499969482422,156.46435685533294,156.26542702190477,157.05019125408546,AMD
2024-11-11,147.35000610351562,147.35000610351562,155.82933829801055,155.62794403473413,156.30355735688076,AMD
2024-11-12,143.6300048828125,143.6300048828125,151.887544403519,151.59530547146346,152.30748057687913,AMD
2024-11-13,139.3000030517578,139.3000030517578,147.4050612493479,147.0800063134685,147.74846466146568,AMD
2024-11-14,138.83999633789062,138.83999633789062,146.8382963180519,146.58577622622187,147.1876239708389,AMD
2024-11-15,134.89999389648438,134.89999389648438,142.31946769121964,142.37815651989195,143.03590243116884,AMD
2024-10-01,201.51315307617188,217.319580078125,207.08295952448537,207.46701288383355,207.03828041550943,JPM
2024-10-02,201.75648498535156,218.3184356689453,207.33142734248665,207.68925053011833,207.27988696607662,JPM
2024-10-03,199.75146484375,218.3184356689453,205.30262320132124,205.6446979967116,205.18576506329487,JPM
2024-10-04,206.8413848876953,215.22393798828125,213.0986406203656,213.1894574580718,212.63672243508069,JPM
2024-10-07,206.55738830566406,241.9384307861328,212.77627760679485,212.86541259912065,212.3366246256992,JPM
2024-10-08,206.38113403320312,231.4798126220703,212.5845796329394,212.56517468808397,212.1516583705312,JPM
2024-10-09,208.99578857421875,232.06736755371094,215.34154312043879,215.2323842874372,214.82382321238924,JPM
2024-10-10,208.42779541015625,232.06736755371094,214.74270912230315,214.60112542717064,214.23844609636063,JPM
2024-10-11,217.681884765625,234.3294677734375,225.05291118604543,224.2972528611236,223.9911343074907,JPM
2024-10-14,216.88868713378906,236.1607208251953,224.18589584027222,223.48374564693188,223.1609348720359,JPM
2024-10-15,217.7798309326172,236.8560028076172,224.9512495584682,224.40360563321028,224.07735044924368,JPM
2024-10-16,219.00392150878906,240.2246856689453,226.2149363600587,225.66913986083358,225.3105928502086,JPM
2024-10-17,219.76773071289062,240.2246856689453,226.97509468084917,226.43784391639647,226.0955989481132,JPM
2024-10-18,220.6980438232422,239.9504852294922,227.6658480209089,227.3979652362354,226.93195386108562,JPM
2024-10-21,218.377197265625,235.78858947753906,225.18938127913611,224.98268235049483,224.5275124579216,JPM
2024-10-22,219.4739532470703,239.68609619140625,224.85971648644644,226.10363254929098,225.64352051608938,JPM
2024-10-23,218.77870178222656,243.3975372314453,224.152786898055,225.30931907080566,224.93222782781976,JPM
2024-10-24,220.31613159179688,243.3975372314453,225.7180681437828,226.8690531967453,226.51414951915575,JPM
2024-10-25,217.70147705078125,245.10147094726562,223.05259257419647,224.08663160839836,223.8423006908933,JPM
2024-10-28,220.82534790039062,244.61180114746094,226.21202294323143,226.86871641093276,227.07190874866774,JPM
2024-10-29,218.27923583984375,244.54327392578125,223.7044391535504,224.1633576871318,224.4521333703666,JPM
2024-10-30,219.7579345703125,244.54327392578125,225.16588575645477,225.52830225935585,225.95639135329887,JPM
2024-10-31,217.319580078125,244.54327392578125,222.6923314337251,223.06733030474493,223.468700509816,JPM
2024-11-01,218.3184356689453,241.1452178955078,223.71906715893206,224.02781969656272,224.49400581607875,JPM
2024-11-04,215.22393798828125,238.35426330566406,220.68296681256498,220.90017072306762,221.34028333296033,JPM
2024-11-05,216.8984832763672,240.39117431640625,222.41920102255125,222.62917306064918,223.03845466096845,JPM
2024-11-06,241.9384307861328,242.23220825195312,252.66815433165306,250.9040144776211,250.48121969287945,JPM
2024-11-07,231.4798126220703,242.23220825195312,242.44756700513972,240.43456398308876,239.89301851821335,JPM
2024-11-08,232.06736755371094,238.7557830810547,243.06357044268918,241.04182370905633,240.5014580698967,JPM
2024-11-11,234.3294677734375,238.48158264160156,245.43944512425008,243.38633453553373,242.8256196829476,JPM
2024-11-12,234.59388732910156,236.52305603027344,245.56489697401003,243.65669808332956,243.0996816420438,JPM
2024-11-13,236.1607208251953,236.1607208251953,247.20103507134087,245.28094157293768,244.71329967247243,JPM
2024-11-14,236.8560028076172,236.8560028076172,247.85933199952288,246.00269040367115,245.433834650898,JPM
2024-11-15,240.2246856689453,240.2246856689453,251.13958467209602,249.51791534017877,248.9423152726406,JPM
2024-10-01,36.459999084472656,41.560001373291016,38.39710246931058,38.68661869649323,38.5721186468118,PLTR
2024-10-02,37.4900016784668,41.91999816894531,39.50039471361529,39.78418262656638,39.65799066238858,PLTR
2024-10-03,39.2400016784668,41.91999816894531,41.41162022625201,41.652727595954616,41.52791740153512,PLTR
2024-10-04,40.0099983215332,41.40999984741211,42.20194753704274,42.452474635893005,42.34446667050211,PLTR
2024-10-07,38.88999938964844,55.529998779296875,41.066891455085,41.28362422758273,41.173037615272406,PLTR
2024-10-08,41.45000076293945,55.880001068115234,43.83970208449983,44.060605363328065,43.91418349291961,PLTR
2024-10-09,43.130001068115234,58.38999938964844,45.64846216687364,45.867144108812624,45.707108194869605,PLTR
2024-10-10,43.52000045776367,58.38999938964844,46.02899325525302,46.271743629746084,46.11210261438585,PLTR
2024-10-11,43.5099983215332,60.2400016784668,46.02089304005514,46.2610047121953,46.09133540193939,PLTR
2024-10-14,43.400001525878906,60.70000076293945,45.91173367065039,46.1442110917605,45.962891965918374,PLTR
2024-10-15,42.43000030517578,59.18000030517578,44.85733325993954,45.127089202762306,44.936081239312024,PLTR
2024-10-16,41.93000030517578,65.7699966430664,44.347670151529826,44.600987089530314,44.4013502974085,PLTR
2024-10-17,42.0,65.7699966430664,44.39871557647341,44.53024287263385,44.47302344792671,PLTR
2024-10-18,42.970001220703125,61.2599983215332,45.428494877528706,45.562386534442936,45.49576754754807,PLTR
2024-10-21,42.70000076293945,62.119998931884766,44.37670235113062,45.276835102415234,45.210818327217964,PLTR
2024-10-22,42.939998626708984,61.36000061035156,44.6258773935207,45.52880088231484,45.45411505732676,PLTR
2024-10-23,42.59000015258789,64.3499984741211,44.275479924761484,45.138893963075844,45.086161785379694,PLTR
2024-10-24,43.560001373291016,64.3499984741211,45.29762730046126,46.16856823253055,46.07628139498559,PLTR
2024-10-25,44.86000061035156,64.6500015258789,46.671997709217095,47.522828688527085,47.44989447496113,PLTR
2024-10-28,44.970001220703125,66.05000305175781,46.777569815722885,47.55502036978309,47.5625065524392,PLTR
2024-10-29,44.93000030517578,67.08000183105469,46.73945511444991,47.48497003226278,47.43327146417904,PLTR
2024-10-30,43.689998626708984,67.08000183105469,45.52004716451443,46.0243148915633,46.14155023402779,PLTR
2024-10-31,41.560001373291016,67.08000183105469,43.46720796563299,43.847139409304106,43.93464555038319,PLTR
2024-11-01,41.91999816894531,66.38999938964844,43.84294240962173,43.99738652035558,44.30664328110709,PLTR
2024-11-04,41.40999984741211,69.8499984741211,43.308128548033395,43.46119238048738,43.75038263602079,PLTR
2024-11-05,51.130001068115234,71.87000274658203,55.342769711794006,54.66461716585516,54.66240169819508,PLTR
2024-11-06,55.529998779296875,76.33999633789062,60.29203034002683,59.47544008849336,59.446773299575845,PLTR
2024-11-07,55.880001068115234,76.33999633789062,60.6665962870196,59.84839838827678,59.819902862445296,PLTR
2024-11-08,58.38999938964844,72.45999908447266,63.40734022880815,62.56306578545226,62.5250836817601,PLTR
2024-11-11,60.2400016784668,72.51000213623047,65.42451252804506,64.54888738173904,64.48423758177789,PLTR
2024-11-12,59.849998474121094,73.19999694824219,64.96869938931886,64.13755349044985,64.06931346242033,PLTR
2024-11-13,60.70000076293945,76.06999969482422,65.88613594874577,65.04270126433458,64.97324424108508,PLTR
2024-11-14,59.18000030517578,76.06999969482422,64.26301897825059,63.443360918826144,63.35159925719793,PLTR
2024-11-15,65.7699966430664,75.75,71.76692850741559,70.71185883179135,70.54471134496505,PLTR
